[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-24 21:32:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-24 21:32:09] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523\
[2024-10-24 21:32:09] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/CIFI/
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4845d54-1KJHSm.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?simply_static_page=2966
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?simply_static_page=2966
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 776 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4845d54-1KJHSm.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:049eb63b42dbb820b06870a430f523bf06880721===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4859c78-iTyagj.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements.css?simply_static_page=2967
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements.css?simply_static_page=2967
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 234762 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/jet-elements/assets/css/jet-elements.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4859c78-iTyagj.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/jet-elements/assets/css/jet-elements.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:b43e495e55bbedb2cd9f0b9c771226c1e96eab27===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4873f74-HYYyk6.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css?simply_static_page=2968
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css?simply_static_page=2968
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 17780 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4873f74-HYYyk6.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:b82eeb957c8b9e844c1b742c66a71c1aeeabf4ee===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4888b83-ipXzrt.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?simply_static_page=2969
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?simply_static_page=2969
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 10260 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4888b83-ipXzrt.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:3cfe595ab53edf4ad7ba7b66be50442521f78dd6===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-6.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd489e3b2-P5DqRJ.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/uploads/elementor/css/post-6.css?simply_static_page=2970
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-6.css?simply_static_page=2970
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 1397 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-6.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd489e3b2-P5DqRJ.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/uploads/elementor/css/post-6.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:c36d6c814e2e102313a08d26c2ceffbe55b68c01===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd48ad5b0-LmRrRj.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css?simply_static_page=2971
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css?simply_static_page=2971
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 3241 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd48ad5b0-LmRrRj.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:ea5612396e574073e804541444aa3dbf924b139e===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/uploads/elementor/css/global.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd48bf357-yYxnNj.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/uploads/elementor/css/global.css?simply_static_page=2972
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/uploads/elementor/css/global.css?simply_static_page=2972
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 201440 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/global.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd48bf357-yYxnNj.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/uploads/elementor/css/global.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:0dce7e540226def6a89e7039623d197ae0fd1418===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd48dc68e-5TAMwq.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=2973
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=2973
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd48dc68e-5TAMwq.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:ca4e53ef9df26a854c69b75d0a992aa19ad60cda===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd48edf0a-vhH9H4.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=2974
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=2974
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 704 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd48edf0a-vhH9H4.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:01] [class-ss-page.php:119] Checking Content Identical:3c20ff604e0326a7d7c5c14b721b993c805af5a2===. Value: FALSE
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css
[2024-10-24 21:34:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 971
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd490aa2c-CZ4GKl.tmp
[2024-10-24 21:34:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css?simply_static_page=2975
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css?simply_static_page=2975
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:103] Filesize: 9330 bytes
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd490aa2c-CZ4GKl.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/bdthemes-element-pack/assets/css/ep-font.css
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:01] [class-ss-page.php:119] Checking Content Identical:d27e65b124eff8f1c75df7c64f233b402020ecb3===. Value: FALSE
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-custom-carousel.css
[2024-10-24 21:34:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 971
[2024-10-24 21:34:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4918950-IEF2vK.tmp
[2024-10-24 21:34:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-custom-carousel.css?simply_static_page=2976
[2024-10-24 21:34:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-custom-carousel.css?simply_static_page=2976
